"ARID","JDATE","TIME","STA","CHAN","BMTYP","SPROID","CFREQ","SEAZ","DELAZ","SLOW","DELSLO","SNR","STAV","FSTAT","DELTIM","BANDW","FKQUAL","COMMID","LDDATE"
164449348,2021278,1633438747.675,GERES,GE_009,coh,-1,1.5,272.30906,14.053096,0.29784164,0.072869477,4.5925632,0.51188451,1.8832506,1.6249391,1,4,-1,2021-10-05 13:06:06
164450583,2021278,1633442455.325,GERES,GE_009,coh,-1,1.5,293.45421,18.541105,0.24722605,0.07965455,13.942127,0.37446362,1.57608,0.86078733,1,4,-1,2021-10-05 14:06:20
164450584,2021278,1633442466.5,GERES,GE_063,coh,-1,3,73.529572,16.763503,0.14390487,0.041953435,6.2670951,0.2557686,1.4203795,1.4110171,2,4,-1,2021-10-05 14:06:20
164454123,2021278,1633453092.175,GERES,GE_002,coh,-1,1.5,345.17352,38.391425,0.042205185,0.02775379,3.867744,0.085760355,12.982395,1.72,1,3,-1,2021-10-05 17:06:14
164454124,2021278,1633453149.575,GERES,GE_006,coh,-1,1.5,128.57397,6.6736565,0.25019048,0.029125036,3.5895061,0.091981471,11.788716,1.72,1,3,-1,2021-10-05 17:06:14
164464388,2021279,1633486205.825,GERES,GE_043,coh,-1,2,64.155612,4.907723,0.25600514,0.021921654,4.3121185,0.087780394,11.705105,1.6682974,1.3333333,3,-1,2021-10-06 02:28:27
164468537,2021279,1633503005.05,GERES,GE_003,coh,-1,1.5,212.33494,17.557882,0.15480455,0.047253346,3.7508547,0.097915426,4.4785176,1.72,1,3,-1,2021-10-06 06:56:12
164496742,2021280,1633598983.525,GERES,GE_058,coh,-1,2,285.20538,3.088802,0.24248893,0.013070938,6.2915244,0.16226026,32.923684,1.4083399,1.3333333,2,-1,2021-10-07 09:36:19
164498087,2021280,1633603161.025,GERES,GE_002,coh,-1,1.5,54.462322,80.609941,0.020645567,0.026709415,3.8635395,0.096036397,14.017503,1.72,1,3,-1,2021-10-07 10:46:34
164497889,2021280,1633602082.8,GERES,GE_059,coh,-1,2,337.99406,3.7014398,0.24357254,0.015732613,9.2735472,0.23945899,22.725856,1.1413715,1.3333333,1,-1,2021-10-07 10:36:19
164497890,2021280,1633602087.225,GERES,GE_116,coh,-1,4.5,29.475889,4.348035,0.22192525,0.016837317,8.831706,0.30624264,3.9193237,1.1749644,3,3,-1,2021-10-07 10:36:19
164497891,2021280,1633602092.975,GERES,GE_015,coh,-1,1.5,22.380135,2.0237405,0.28680232,0.0101296,14.769098,0.49539939,97.457412,0.8211359,1,1,-1,2021-10-07 10:36:19
164487663,2021280,1633565352,GERES,GE_028,coh,-1,2,91.145763,9.6710608,0.060011959,0.010117509,9.5869999,0.13239647,54.95089,1.1184966,1.3333333,1,-1,2021-10-07 00:18:28
164487664,2021280,1633565358.875,GERES,GE_028,coh,-1,2,93.900494,17.764739,0.05292255,0.016343158,5.1068063,0.096068293,21.059595,1.5519038,1.3333333,2,-1,2021-10-07 00:18:28
164435866,2021278,1633392233.025,GERES,GE_005,coh,-1,1.5,192.31945,13.988939,0.10686059,0.026025583,3.6679635,0.08531592,14.763812,1.72,1,2,-1,2021-10-05 00:16:11
164437896,2021278,1633400517.875,GERES,GE_027,coh,-1,2,32.471192,40.680961,0.031292151,0.02175419,4.1201496,0.068238169,11.88601,1.6996347,1.3333333,3,-1,2021-10-05 02:36:28
164439875,2021278,1633408324.925,GERES,GE_002,coh,-1,1.5,296.95218,15.301911,0.079426895,0.021149454,3.5675857,0.083174601,22.35636,1.72,1,2,-1,2021-10-05 04:46:09
164441985,2021278,1633416382.225,GERES,GE_053,coh,-1,2,138.61189,2.9293827,0.25591513,0.013082843,6.2502108,0.20485756,32.863792,1.4128735,1.3333333,1,-1,2021-10-05 06:56:32
164443145,2021278,1633420284.425,GERES,GE_099,coh,-1,3,142.05045,2.5542842,0.24451817,0.010899881,6.4141264,0.19764708,21.042431,1.3950594,2,1,-1,2021-10-05 08:08:33
164443146,2021278,1633420487.85,GERES,GE_005,coh,-1,1.5,161.08359,5.8889064,0.22579445,0.023197122,4.023458,0.11360236,18.583659,1.7159763,1,2,-1,2021-10-05 08:08:33
164443147,2021278,1633420676.5,GERES,GE_004,coh,-1,1.5,138.93018,9.208281,0.11141913,0.017887441,13.126308,0.39522624,31.253812,0.90227913,1,1,-1,2021-10-05 08:08:33
164443148,2021278,1633420690.675,GERES,GE_009,coh,-1,1.5,120.71283,6.4263259,0.1409731,0.015803333,4.0547986,0.15973835,40.040737,1.7106369,1,2,-1,2021-10-05 08:08:33
164443149,2021278,1633420697.65,GERES,GE_004,coh,-1,1.5,139.6859,5.6843839,0.15580131,0.015450899,3.5041831,0.17161664,41.888223,1.72,1,1,-1,2021-10-05 08:08:33
164596541,2021284,1633943846.125,GERES,GE_109,coh,-1,4.5,65.490902,3.9310908,0.13819915,0.0094800501,8.4056845,0.30343562,12.363335,1.2089855,3,2,-1,2021-10-11 09:34:21
164596542,2021284,1633943864.1,GERES,GE_050,coh,-1,2,59.681104,4.3479954,0.23771194,0.018034879,6.8410797,0.24936762,17.294002,1.3507145,1.3333333,1,-1,2021-10-11 09:34:21
164596543,2021284,1633944005.65,GERES,GE_003,coh,-1,1.5,226.27303,24.878492,0.1145795,0.04936183,4.3691592,0.12415109,4.1040905,1.6592545,1,3,-1,2021-10-11 09:34:21
164600977,2021284,1633956690.825,GERES,GE_042,coh,-1,2,138.93018,9.2061625,0.11141913,0.017883335,6.1805916,0.20025516,17.588344,1.4205814,1.3333333,2,-1,2021-10-11 13:14:28
164600978,2021284,1633956704.95,GERES,GE_004,coh,-1,1.5,137.60256,14.207544,0.074747526,0.018487576,4.0884309,0.1976333,29.257654,1.7049527,1,2,-1,2021-10-11 13:14:28
164600979,2021284,1633956715.25,GERES,GE_004,coh,-1,1.5,143.92399,9.0658836,0.10392991,0.01642763,3.4288578,0.185881,37.05524,1.72,1,1,-1,2021-10-11 13:14:28
164600980,2021284,1633956782.6,GERES,GE_002,coh,-1,1.5,346.86598,43.114349,0.036966988,0.027165523,3.6625464,0.20550184,13.550748,1.72,1,3,-1,2021-10-11 13:14:28
164600981,2021284,1633956880.125,GERES,GE_077,coh,-1,3,145.55466,2.48165,0.10215953,0.0044244862,24.232908,0.64321166,127.70672,0.685,2,1,-1,2021-10-11 13:14:28
164600982,2021284,1633956890.65,GERES,GE_069,coh,-1,3,140.80554,4.2380136,0.082279281,0.0060845883,8.9131908,0.49687153,67.526936,1.1686446,2,1,-1,2021-10-11 13:14:28
164608097,2021284,1633977681.975,GERES,GE_084,coh,-1,3,61.460015,6.0216153,0.15572273,0.016358463,5.9022784,0.10901228,9.3423142,1.4522873,2,2,-1,2021-10-11 19:04:29
164608098,2021284,1633977687.15,GERES,GE_085,coh,-1,3,65.750796,6.6287345,0.14608974,0.016892171,4.7933474,0.070871145,8.7612988,1.5954935,2,3,-1,2021-10-11 19:04:29
164608099,2021284,1633977728.825,GERES,GE_050,coh,-1,2,64.380784,4.6717144,0.22757313,0.018550445,7.9919515,0.2430357,16.346067,1.2437176,1.3333333,2,-1,2021-10-11 19:04:29
164608100,2021284,1633977737.975,GERES,GE_015,coh,-1,1.5,63.549084,5.0131571,0.26940183,0.02356409,5.5765891,0.14909741,18.009351,1.4913463,1,2,-1,2021-10-11 19:04:29
164610372,2021284,1633985711.5,GERES,GE_005,coh,-1,1.5,331.38954,158.68507,0.015035947,0.029553164,3.4041684,0.072823703,11.44963,1.72,1,3,-1,2021-10-11 21:14:21
164612274,2021284,1633992075.475,GERES,GE_100,coh,-1,3,182.00453,3.3795542,0.2401468,0.014162849,5.1198902,0.065922081,12.463447,1.5501431,2,2,-1,2021-10-11 22:58:31
164613047,2021284,1633994506.675,GERES,GE_003,coh,-1,1.5,34.99202,3.7603192,0.043943571,0.0028834968,161.42171,5.3527813,1202.7087,0.685,1,1,-1,2021-10-11 23:36:31
164613048,2021284,1633994522.725,GERES,GE_023,coh,-1,1.5,349.76896,6.3492874,0.24997455,0.027687001,6.9813628,0.71914303,13.045106,1.3367464,1,3,-1,2021-10-11 23:36:31
164613049,2021284,1633994537.4,GERES,GE_013,coh,-1,1.5,27.121303,11.157381,0.055278169,0.010747486,3.9678314,1.4384668,86.57364,1.72,1,1,-1,2021-10-11 23:36:31
164617206,2021285,1634009515.825,GERES,GE_003,coh,-1,1.5,53.426969,8.1672648,0.046320591,0.0065972105,10.299864,0.19853345,229.76228,1.0691421,1,1,-1,2021-10-12 03:54:23
164617207,2021285,1634009524.475,GERES,GE_004,coh,-1,1.5,46.84761,18.034688,0.052636075,0.016499666,4.2254305,0.11767034,36.732384,1.6822721,1,1,-1,2021-10-12 03:54:23
164617208,2021285,1634009530.675,GERES,GE_026,coh,-1,2,40.030259,15.072843,0.039179561,0.0102773,5.5191607,0.14028497,53.255424,1.4984695,1.3333333,1,-1,2021-10-12 03:54:23
164617209,2021285,1634009539.075,GERES,GE_028,coh,-1,2,53.806793,14.421299,0.060964212,0.015304167,3.7474344,0.10835006,24.016104,1.72,1.3333333,3,-1,2021-10-12 03:54:23
164618619,2021285,1634014377.875,GERES,GE_032,coh,-1,2,343.30076,24.650618,0.037585079,0.016045969,6.4060335,0.12313527,21.846913,1.3959282,1.3333333,2,-1,2021-10-12 05:06:13
164618620,2021285,1634014759.1,GERES,GE_116,coh,-1,4.5,337.97443,5.5157446,0.28478436,0.027405009,12.486825,0.34243172,1.4794389,0.93664735,3,4,-1,2021-10-12 05:06:13
164574074,2021283,1633862845.4,GERES,GE_004,coh,-1,1.5,151.63095,5.5160161,0.20456731,0.019686631,3.6875999,0.069357291,25.802193,1.72,1,1,-1,2021-10-10 10:58:31
164575106,2021283,1633866382.8,GERES,GE_058,coh,-1,2,73.152801,23.172364,0.17804123,0.071516194,8.1936817,0.16612463,1.0997986,1.2265637,1.3333333,4,-1,2021-10-10 11:58:21
164575107,2021283,1633866543.55,GERES,GE_008,coh,-1,1.5,79.215702,9.4538154,0.076959159,0.012683877,4.4335737,0.13712983,62.15776,1.6491835,1,1,-1,2021-10-10 11:58:21
164581365,2021283,1633888559.05,GERES,GE_003,coh,-1,1.5,122.47119,117.93955,0.015646075,0.026814103,3.6178038,0.061344046,13.908263,1.72,1,1,-1,2021-10-10 18:12:14
164581366,2021283,1633888695.7,GERES,GE_005,coh,-1,1.5,188.7853,10.607171,0.13356697,0.024691964,3.4267523,0.070540048,16.401673,1.72,1,1,-1,2021-10-10 18:12:14
164595368,2021284,1633940750.6,GERES,GE_037,coh,-1,2,233.24632,6.2261029,0.11832017,0.012851053,5.9773111,0.1891938,34.059988,1.4435946,1.3333333,1,-1,2021-10-11 08:44:25
164595369,2021284,1633940757.25,GERES,GE_006,coh,-1,1.5,239.82648,7.2060855,0.11937429,0.015003801,4.8614326,0.17316741,44.421868,1.5857881,1,1,-1,2021-10-11 08:44:25
164595370,2021284,1633940762,GERES,GE_045,coh,-1,2,247.97694,7.9714369,0.11520617,0.01601546,5.4220185,0.23254761,21.930227,1.510689,1.3333333,1,-1,2021-10-11 08:44:25
164595371,2021284,1633940867.5,GERES,GE_090,coh,-1,3,239.38139,4.1184543,0.20497869,0.014730817,4.6048994,0.23093235,11.520883,1.6230932,2,3,-1,2021-10-11 08:44:25
164583552,2021283,1633896869.775,GERES,GE_004,coh,-1,1.5,158.81865,13.970914,0.10295546,0.025042352,3.4546986,0.065589271,15.945906,1.72,1,3,-1,2021-10-10 20:26:24
164591915,2021284,1633929624.825,GERES,GE_029,coh,-1,2,298.67315,16.968568,0.17506833,0.051658505,4.8890457,0.16060081,2.1078431,1.5818905,1.3333333,4,-1,2021-10-11 05:26:32
164594222,2021284,1633936897.375,GERES,GE_057,coh,-1,2,268.27301,3.3799884,0.23890836,0.014091621,6.6686559,0.22127417,28.326966,1.3682805,1.3333333,1,-1,2021-10-11 07:44:34
164597763,2021284,1633946936.375,GERES,GE_083,coh,-1,3,39.376521,2.4804249,0.15380264,0.0066578395,14.884593,0.38049901,56.399181,0.81577564,2,1,-1,2021-10-11 10:24:30
164597764,2021284,1633946955.5,GERES,GE_015,coh,-1,1.5,38.840837,2.1906551,0.23726021,0.0090708884,14.165992,0.53443265,121.53456,0.84982601,1,1,-1,2021-10-11 10:24:30
164597765,2021284,1633947033.875,GERES,GE_057,coh,-1,2,274.1051,3.4040227,0.25144494,0.0149365,5.334002,0.19902897,25.212986,1.5219512,1.3333333,1,-1,2021-10-11 10:24:30
164600040,2021284,1633954594.65,GERES,GE_107,coh,-1,4.5,119.62777,6.1108183,0.29128359,0.031051808,5.7552629,1.4527695,1.1523466,1.4696445,3,4,-1,2021-10-11 12:28:13
164600041,2021284,1633954694.7,GERES,GE_097,coh,-1,3,109.52501,15.298808,0.17952325,0.047793048,12.165524,1.7010725,1.0944854,0.95458551,2,4,-1,2021-10-11 12:28:13
164601102,2021284,1633957306.6,GERES,GE_053,coh,-1,2,181.4321,30.175376,0.1440449,0.074988921,5.4386234,400.56076,1.0002942,1.5085849,1.3333333,4,-1,2021-10-11 13:16:12
164601103,2021284,1633957324.3,GERES,GE_029,coh,-1,2,294.3354,16.448856,0.26208653,0.074983436,3.5538824,268.22699,1.0004405,1.72,1.3333333,4,-1,2021-10-11 13:16:12
164601104,2021284,1633957635.5,GERES,GE_091,coh,-1,3,279.61775,1.5213529,0.14963073,0.0039729708,13.028454,0.45301333,158.38304,0.90742825,2,1,-1,2021-10-11 13:16:12
164601105,2021284,1633957655.975,GERES,GE_103,coh,-1,3,284.45735,1.6003748,0.24287376,0.006783683,25.36685,1.2510185,54.326078,0.685,2,1,-1,2021-10-11 13:16:12
164602285,2021284,1633960670.425,GERES,GE_057,coh,-1,2,163.03829,14.322555,0.25091464,0.062559393,19.275366,0.73725736,1.4372652,0.685,1.3333333,4,-1,2021-10-11 14:14:33
164602286,2021284,1633960685.4,GERES,GE_028,coh,-1,2,249.57767,14.754491,0.24073073,0.061820495,4.7763181,0.44241524,1.4718278,1.5979426,1.3333333,4,-1,2021-10-11 14:14:33
164602287,2021284,1633960694.05,GERES,GE_042,coh,-1,2,164.50276,14.622405,0.27396011,0.069727526,5.4411278,0.74706113,1.1569469,1.5082681,1.3333333,4,-1,2021-10-11 14:14:33
164602288,2021284,1633960700.35,GERES,GE_024,coh,-1,1.5,214.31509,19.167416,0.27459275,0.091433002,12.644639,1.69207,1.1961715,0.92800496,1,4,-1,2021-10-11 14:14:33
164608640,2021284,1633980629.55,GERES,GE_026,coh,-1,2,26.565051,14.629019,0.029516078,0.0075157254,15.136144,0.24899784,99.581839,0.80424338,1.3333333,1,-1,2021-10-11 19:36:22
164608641,2021284,1633980646.55,GERES,GE_027,coh,-1,2,21.801409,14.190173,0.038773161,0.0095782406,3.6529281,0.18422708,61.312704,1.72,1.3333333,1,-1,2021-10-11 19:36:22
164613220,2021284,1633995649.6,GERES,GE_031,coh,-1,2,204.22775,33.733972,0.026318037,0.015272401,5.9686351,0.087352581,24.116115,1.4445941,1.3333333,3,-1,2021-10-11 23:46:11
164617908,2021285,1634012359.625,GERES,GE_026,coh,-1,2,31.078321,9.1389327,0.043306785,0.0069003053,15.597775,0.27702811,118.13684,0.78357008,1.3333333,1,-1,2021-10-12 04:26:04
164617909,2021285,1634012379.6,GERES,GE_003,coh,-1,1.5,30.256437,23.506596,0.033341844,0.013583341,7.5862904,0.21728042,54.19837,1.2795639,1,1,-1,2021-10-12 04:26:04
164618736,2021285,1634015034.025,GERES,GE_031,coh,-1,2,242.24146,43.461136,0.025765076,0.019078647,5.4023933,0.11476976,15.453498,1.5131843,1.3333333,2,-1,2021-10-12 05:16:34
164618737,2021285,1634015040.6,GERES,GE_031,coh,-1,2,264.09386,28.359748,0.034985688,0.017140667,4.6504817,0.11349919,19.145491,1.6163151,1.3333333,2,-1,2021-10-12 05:16:34
164635180,2021285,1634066055.3,GERES,GE_031,coh,-1,2,284.26451,8.2455051,0.29220905,0.042015879,3.6092758,0.06879963,3.1863615,1.72,1.3333333,3,-1,2021-10-12 19:26:30
164576321,2021283,1633870288,GERES,GE_028,coh,-1,2,77.905243,81.405042,0.017181374,0.022409039,4.107224,0.072911434,11.201482,1.7017969,1.3333333,3,-1,2021-10-10 13:06:16
164576322,2021283,1633870327.95,GERES,GE_090,coh,-1,3,241.63051,4.2927923,0.19523389,0.014624158,4.6352501,0.088001221,11.689548,1.6185726,2,2,-1,2021-10-10 13:06:16
164576323,2021283,1633870341.525,GERES,GE_081,coh,-1,3,230.73022,3.1249765,0.246456,0.013440323,4.3256054,0.070686758,13.839489,1.6661485,2,1,-1,2021-10-10 13:06:16
164579403,2021283,1633881741.275,GERES,GE_027,coh,-1,2,20.979773,7.4286981,0.027697751,0.0035886437,85.361443,1.3746252,436.77851,0.685,1.3333333,1,-1,2021-10-10 16:24:20
164581494,2021283,1633889389.3,GERES,GE_002,coh,-1,1.5,289.23067,14.430603,0.10929878,0.027455458,3.4314966,0.058131386,13.266063,1.72,1,3,-1,2021-10-10 18:24:15
164584656,2021283,1633900908.4,GERES,GE_007,coh,-1,1.5,229.72014,19.517528,0.092804249,0.031460687,3.6549234,0.070730805,10.103295,1.72,1,3,-1,2021-10-10 21:38:30
164593172,2021284,1633933694.925,GERES,GE_058,coh,-1,2,291.23974,3.2302916,0.25803617,0.014545952,7.6419921,0.24166171,26.58506,1.2745298,1.3333333,2,-1,2021-10-11 06:36:19
164594326,2021284,1633937795.275,GERES,GE_002,coh,-1,1.5,18.970408,47.153985,0.040605392,0.032482773,4.0553689,0.10695815,9.4774879,1.7105401,1,3,-1,2021-10-11 07:48:15
164594327,2021284,1633937878.05,GERES,GE_045,coh,-1,2,278.8129,8.246401,0.15664931,0.022526587,4.1255493,0.11548851,11.084884,1.6987335,1.3333333,2,-1,2021-10-11 07:48:15
164594328,2021284,1633937900.475,GERES,GE_077,coh,-1,3,284.10397,3.8186689,0.24622218,0.016407264,5.7355461,0.13453254,9.2868221,1.472006,2,3,-1,2021-10-11 07:48:15
164596713,2021284,1633944118.425,GERES,GE_002,coh,-1,1.5,354.47246,4.1474048,0.037373763,0.0027047417,267.31833,23.981564,1366.9349,0.685,1,1,-1,2021-10-11 09:36:14
164596714,2021284,1633944139.175,GERES,GE_024,coh,-1,1.5,0,9.3499228,0.05999996,0.0097803493,7.1048012,6.8803072,104.54197,1.3246858,1,1,-1,2021-10-11 09:36:14
164596715,2021284,1633944146.325,GERES,GE_047,coh,-1,2,347.31962,5.9522294,0.049199968,0.0051088898,4.5426145,17.669779,215.51073,1.6324642,1.3333333,1,-1,2021-10-11 09:36:14
164596716,2021284,1633944605.825,GERES,GE_090,coh,-1,3,80.69006,27.549704,0.074177036,0.035324171,7.5531206,0.22747126,2.0035283,1.2825792,2,4,-1,2021-10-11 09:36:14
164598954,2021284,1633950736.025,GERES,GE_039,coh,-1,2,26.146841,6.2474264,0.14704765,0.016025863,5.7816734,0.156321,21.901763,1.4664939,1.3333333,2,-1,2021-10-11 11:26:32
164598955,2021284,1633950768.6,GERES,GE_070,coh,-1,3,15.025222,3.5187828,0.23607068,0.014495848,4.2164965,0.11135839,11.897403,1.6837286,2,2,-1,2021-10-11 11:26:32
164603578,2021284,1633964831.3,GERES,GE_077,coh,-1,3,156.80141,6.4734162,0.15536167,0.017543804,3.9213469,0.089605175,8.1225411,1.72,2,3,-1,2021-10-11 15:16:36
164603579,2021284,1633964837.6,GERES,GE_043,coh,-1,2,162.77656,8.0097024,0.12563367,0.017548746,4.8902736,0.13625138,18.265424,1.5817177,1.3333333,2,-1,2021-10-11 15:16:36
164603580,2021284,1633964881.975,GERES,GE_020,coh,-1,1.5,176.76899,11.197369,0.29807362,0.058160152,5.9849839,0.21716408,2.956299,1.4427118,1,3,-1,2021-10-11 15:16:36
164609986,2021284,1633984822.225,GERES,GE_004,coh,-1,1.5,134.68345,7.1651709,0.15358584,0.01919429,3.5688808,0.084805273,27.142842,1.72,1,2,-1,2021-10-11 20:48:08
164617421,2021285,1634010496.05,GERES,GE_027,coh,-1,2,44.144903,14.378496,0.05685768,0.014231142,6.5280809,0.10763778,27.774256,1.3829413,1.3333333,2,-1,2021-10-12 04:04:12
164617422,2021285,1634010508.375,GERES,GE_026,coh,-1,2,64.798876,16.150727,0.067637815,0.019002915,3.535166,0.068578131,15.576917,1.72,1.3333333,3,-1,2021-10-12 04:04:12
164619370,2021285,1634017829.725,GERES,GE_086,coh,-1,3,129.23383,5.1988015,0.14732685,0.013363294,5.37782,0.14341833,13.999496,1.5163214,2,2,-1,2021-10-12 05:58:15
164624798,2021285,1634032990.7,GERES,GE_027,coh,-1,2,322.76517,35.998422,0.037680739,0.023286991,3.5298855,0.10006847,10.372781,1.72,1.3333333,3,-1,2021-10-12 10:16:45
164624799,2021285,1634032998.525,GERES,GE_006,coh,-1,1.5,297.75854,43.426304,0.025765076,0.019064096,4.0012813,0.13209547,27.51484,1.7197796,1,1,-1,2021-10-12 10:16:45
164571188,2021283,1633852180.5,GERES,GE_004,coh,-1,1.5,158.81865,6.8697087,0.10295546,0.012336867,3.6058953,0.076377377,65.703673,1.72,1,1,-1,2021-10-10 07:56:09
164571189,2021283,1633852189.6,GERES,GE_042,coh,-1,2,147.12885,7.1354714,0.10317657,0.012841047,4.161593,0.087966226,34.113089,1.6927476,1.3333333,1,-1,2021-10-10 07:56:09
164571190,2021283,1633852201.85,GERES,GE_043,coh,-1,2,152.57126,6.3882249,0.10680667,0.011902302,5.0256505,0.1159387,39.706354,1.5629272,1.3333333,2,-1,2021-10-10 07:56:09
164571191,2021283,1633852211.625,GERES,GE_001,coh,-1,1.5,154.75947,9.2316362,0.092866294,0.014946665,3.6175463,0.096861877,44.76214,1.72,1,1,-1,2021-10-10 07:56:09
164577365,2021283,1633874503.525,GERES,GE_084,coh,-1,3,67.84117,2.8806821,0.15462799,0.0077734725,13.305566,0.24049449,41.372266,0.89294538,2,1,-1,2021-10-10 14:18:21
164577366,2021283,1633874549.575,GERES,GE_096,coh,-1,3,68.581473,1.7501814,0.24804956,0.0075767333,14.849303,0.54408592,43.548724,0.81740906,2,1,-1,2021-10-10 14:18:21
164577367,2021283,1633874557.05,GERES,GE_055,coh,-1,2,63.845664,4.6524431,0.29946172,0.024309746,6.5466614,0.2172201,9.5183374,1.3809855,1.3333333,2,-1,2021-10-10 14:18:21
164578397,2021283,1633878655.75,GERES,GE_028,coh,-1,2,96.546291,12.654245,0.073680342,0.016239858,5.9525652,0.081295595,21.328363,1.4464493,1.3333333,2,-1,2021-10-10 15:24:30
164584777,2021283,1633901760.325,GERES,GE_002,coh,-1,1.5,10.508022,10.728074,0.15133793,0.028295171,3.4337232,0.054253686,12.490355,1.72,1,3,-1,2021-10-10 21:54:15
164588855,2021284,1633916744.525,GERES,GE_003,coh,-1,1.5,357.54597,8.0261938,0.25223116,0.035304542,3.6235802,0.068018034,8.0230272,1.72,1,3,-1,2021-10-11 01:58:18
164592075,2021284,1633929677.125,GERES,GE_004,coh,-1,1.5,113.49857,21.117984,0.21067079,0.077209913,3.586112,0.23582204,1.6774643,1.72,1,4,-1,2021-10-11 05:38:26
164592076,2021284,1633929686.5,GERES,GE_001,coh,-1,1.5,146.57519,76.919945,0.071889868,0.089426358,5.8892708,0.55346024,1.2504558,1.4538055,1,3,-1,2021-10-11 05:38:26
164597944,2021284,1633947496.775,GERES,GE_017,coh,-1,1.5,141.37718,18.654301,0.29029566,0.09409727,33.378677,1.0710144,1.1293937,0.685,1,4,-1,2021-10-11 10:34:32
164604898,2021284,1633968045.175,GERES,GE_016,coh,-1,1.5,222.08299,21.552974,0.26678333,0.099765329,1118.058,26.367416,1.0047087,0.685,1,4,-1,2021-10-11 16:16:25
164604899,2021284,1633968098.075,GERES,GE_064,coh,-1,3,193.69872,13.537328,0.19762133,0.046583648,4.2605023,0.53395557,1.1520529,1.676584,2,4,-1,2021-10-11 16:16:25
164604900,2021284,1633968153.775,GERES,GE_016,coh,-1,1.5,104.66971,24.363715,0.23692312,0.099988804,1360.6226,428.33438,1.0002226,0.685,1,4,-1,2021-10-11 16:16:25
164606056,2021284,1633971209.575,GERES,GE_005,coh,-1,1.5,161.30102,12.213117,0.16469306,0.035039401,3.4431376,0.069938526,8.144906,1.72,1,3,-1,2021-10-11 17:14:32
164609288,2021284,1633981919.275,GERES,GE_032,coh,-1,2,352.58128,6.4800167,0.042620006,0.0048176529,35.727875,0.55166566,242.35442,0.685,1.3333333,1,-1,2021-10-11 20:06:20
164614141,2021285,1633998207.975,GERES,GE_026,coh,-1,2,22.023895,9.2003148,0.026111254,0.004188332,42.590256,0.58353692,320.65629,0.685,1.3333333,1,-1,2021-10-12 00:36:36
164626244,2021285,1634037239,GERES,GE_004,coh,-1,1.5,152.90931,11.304702,0.29248981,0.057615925,9.7583494,0.32938564,3.0124119,1.1063062,1,3,-1,2021-10-12 11:26:34
164568184,2021283,1633839897.625,GERES,GE_006,coh,-1,1.5,153.74134,7.0339112,0.2007122,0.024624945,3.4017084,0.0643216,16.491073,1.72,1,3,-1,2021-10-10 04:38:31
164569196,2021283,1633843419.475,GERES,GE_026,coh,-1,2,28.810794,28.320114,0.027390491,0.013401153,8.0047846,0.10591163,31.321143,1.2426136,1.3333333,2,-1,2021-10-10 05:36:24
164569197,2021283,1633843437.175,GERES,GE_026,coh,-1,2,26.958044,11.811613,0.028496859,0.005864274,13.553027,0.2257932,163.56615,0.88026488,1.3333333,1,-1,2021-10-10 05:36:24
164569198,2021283,1633843752.125,GERES,GE_004,coh,-1,1.5,178.36342,15.014394,0.084034223,0.021958265,3.593318,0.073069938,20.739744,1.72,1,2,-1,2021-10-10 05:36:24
164574342,2021283,1633863634.5,GERES,GE_006,coh,-1,1.5,215.94211,28.280616,0.059287734,0.028967662,3.8356051,0.073066972,11.917154,1.72,1,3,-1,2021-10-10 11:16:07
164574343,2021283,1633863887.85,GERES,GE_004,coh,-1,1.5,171.40409,12.304758,0.10437234,0.022371801,3.4836283,0.059642177,19.980094,1.72,1,2,-1,2021-10-10 11:16:07
164576446,2021283,1633871160.675,GERES,GE_007,coh,-1,1.5,357.27369,37.162333,0.025228539,0.016078034,4.6792798,0.093712538,38.684192,1.612067,1,1,-1,2021-10-10 13:16:20
164586894,2021283,1633909177.25,GERES,GE_004,coh,-1,1.5,148.82606,4.0300105,0.28050479,0.019725785,3.5865476,0.077339634,25.699865,1.72,1,2,-1,2021-10-10 23:46:11
164587928,2021284,1633913260.075,GERES,GE_005,coh,-1,1.5,147.37216,3.1467443,0.26929758,0.014788247,3.5352709,0.067521855,45.726299,1.72,1,1,-1,2021-10-11 00:56:18
164594491,2021284,1633938615.875,GERES,GE_010,coh,-1,1.5,137.69781,6.0631068,0.16224859,0.017161327,8.7221327,0.25414306,33.954528,1.1835553,1,1,-1,2021-10-11 07:56:31
164594492,2021284,1633938636.3,GERES,GE_053,coh,-1,2,144.41685,2.1903254,0.25592441,0.0097829825,9.9115486,0.41921362,58.773209,1.095587,1.3333333,1,-1,2021-10-11 07:56:31
164595731,2021284,1633941783.5,GERES,GE_009,coh,-1,1.5,128.57653,26.856518,0.12893711,0.059885526,4.5043631,0.12652788,2.7884039,1.6382832,1,4,-1,2021-10-11 08:58:04
164595732,2021284,1633941936.725,GERES,GE_049,coh,-1,2,32.262169,3.6938975,0.22705368,0.014635768,5.598341,0.22304964,26.259768,1.4886674,1.3333333,1,-1,2021-10-11 08:58:04
164595733,2021284,1633942086.675,GERES,GE_004,coh,-1,1.5,285.08635,16.200175,0.1429259,0.040277303,3.6268094,0.10824031,6.1642277,1.72,1,3,-1,2021-10-11 08:58:04
164601337,2021284,1633958231.825,GERES,GE_110,coh,-1,4.5,113.38522,8.2738182,0.14512054,0.020937982,5.2795792,0.211593,2.5344706,1.5290083,3,4,-1,2021-10-11 13:26:15
