"ARID","JDATE","TIME","STA","CHAN","BMTYP","SPROID","CFREQ","SEAZ","DELAZ","SLOW","DELSLO","SNR","STAV","FSTAT","DELTIM","BANDW","FKQUAL","COMMID","LDDATE"
164882001,2021295,1634919308.975,GERES,GE_022,coh,-1,1.5,235.06599,13.080323,0.29128606,0.06635475,6.1675615,0.28247187,2.2712,1.4220336,1,4,-1,2021-10-22 16:26:12
164882002,2021295,1634919595.475,GERES,GE_001,coh,-1,1.5,97.730455,10.371532,0.26763211,0.048379947,3.4502122,0.13835397,4.2723679,1.72,1,3,-1,2021-10-22 16:26:12
164896872,2021296,1634979387.35,GERES,GE_008,coh,-1,1.5,37.763078,14.014246,0.10777302,0.026295053,4.0855742,0.089257151,14.462765,1.7054337,1,3,-1,2021-10-23 09:06:33
164898939,2021296,1634987222.425,GERES,GE_031,coh,-1,2,145.24902,11.317052,0.23367963,0.046081364,3.9886436,0.089937374,2.6489349,1.72,1.3333333,4,-1,2021-10-23 11:18:32
164900629,2021296,1634994070.025,GERES,GE_026,coh,-1,2,20.633265,10.46442,0.028682683,0.0052312866,19.771379,0.43259937,205.54406,0.685,1.3333333,1,-1,2021-10-23 13:08:18
164909539,2021296,1635029782.275,GERES,GE_005,coh,-1,1.5,300.46554,5.3206597,0.16567379,0.015379443,3.4318783,0.067649782,42.27837,1.72,1,1,-1,2021-10-23 23:07:09
164909540,2021296,1635029895.275,GERES,GE_031,coh,-1,2,268.99875,9.2564206,0.052994317,0.0085521901,8.7649088,0.11757568,76.907246,1.1801887,1.3333333,1,-1,2021-10-23 23:07:09
164909541,2021296,1635029901.1,GERES,GE_031,coh,-1,2,268.45511,13.92889,0.041906793,0.010162682,4.9383163,0.088936821,54.46347,1.5749904,1.3333333,1,-1,2021-10-23 23:07:09
164910500,2021296,1635032852.075,GERES,GE_028,coh,-1,2,86.642378,6.8281886,0.039154584,0.0046634622,22.163673,0.28321779,258.64557,0.685,1.3333333,1,-1,2021-10-23 23:56:12
164910501,2021296,1635032867.775,GERES,GE_027,coh,-1,2,100.30485,39.207486,0.026832798,0.018005511,3.7197814,0.086854488,17.350462,1.72,1.3333333,3,-1,2021-10-23 23:56:12
164925317,2021297,1635087466.2,GERES,GE_013,coh,-1,1.5,338.69422,8.698386,0.12880302,0.019535519,3.9325063,0.088243052,26.202911,1.72,1,2,-1,2021-10-24 15:06:12
164860604,2021294,1634843626.6,GERES,GE_070,coh,-1,3,220.07289,7.1330293,0.2963828,0.036874307,4.5566792,0.098340437,1.8386188,1.6303369,2,4,-1,2021-10-21 19:28:32
164860605,2021294,1634844002.675,GERES,GE_003,coh,-1,1.5,22.782406,46.369134,0.065077142,0.051241003,3.5074067,0.12894636,3.8085897,1.72,1,3,-1,2021-10-21 19:28:32
164861671,2021294,1634847842.2,GERES,GE_004,coh,-1,1.5,339.52772,15.317536,0.19213483,0.05121277,3.5062208,0.12827376,3.81279,1.72,1,3,-1,2021-10-21 20:38:24
164861672,2021294,1634847939.175,GERES,GE_009,coh,-1,1.5,223.23217,15.460664,0.27505385,0.073995418,4.5699906,0.20944771,1.8263742,1.6283296,1,4,-1,2021-10-21 20:38:24
164861673,2021294,1634848143.275,GERES,GE_039,coh,-1,2,21.124719,18.0926,0.16981155,0.053399806,4.0238743,0.13852671,1.9726162,1.7159051,1.3333333,4,-1,2021-10-21 20:38:24
164862829,2021294,1634851201.05,GERES,GE_007,coh,-1,1.5,311.96266,15.639511,0.20818171,0.056649227,3.4710488,0.12836275,3.1161004,1.72,1,4,-1,2021-10-21 21:38:21
164862830,2021294,1634851445.525,GERES,GE_007,coh,-1,1.5,308.33334,6.4299143,0.19734424,0.022134977,3.553853,0.12527524,20.409918,1.72,1,1,-1,2021-10-21 21:38:21
164862831,2021294,1634851510.2,GERES,GE_032,coh,-1,2,316.4321,43.780676,0.067903416,0.050633039,3.6828547,0.10914757,2.1940876,1.72,1.3333333,4,-1,2021-10-21 21:38:21
164862832,2021294,1634851776.475,GERES,GE_053,coh,-1,2,159.78721,11.118909,0.28132496,0.054508739,5.5912237,0.19909726,1.8931703,1.4895428,1.3333333,3,-1,2021-10-21 21:38:21
164863836,2021294,1634854616.55,GERES,GE_047,coh,-1,2,332.07102,31.256629,0.11272969,0.060737802,4.548234,0.22188783,1.5247681,1.6316134,1.3333333,4,-1,2021-10-21 22:28:26
164863837,2021294,1634854726.75,GERES,GE_003,coh,-1,1.5,45.939191,11.07017,0.051767137,0.0099864261,10.330025,0.59552228,100.2719,1.0671301,1,1,-1,2021-10-21 22:28:26
164863838,2021294,1634854789.15,GERES,GE_002,coh,-1,1.5,46.33222,21.264055,0.036496551,0.013467283,4.7514801,0.35799474,55.136532,1.6015304,1,1,-1,2021-10-21 22:28:26
164873319,2021295,1634888793.45,GERES,GE_001,coh,-1,1.5,28.810794,67.605389,0.027390491,0.030476561,5.8267531,0.17368202,10.766325,1.4611494,1,3,-1,2021-10-22 07:56:06
164873320,2021295,1634888803.025,GERES,GE_026,coh,-1,2,57.171458,25.580478,0.044270051,0.019601217,3.7204058,0.11487184,14.640499,1.72,1.3333333,2,-1,2021-10-22 07:56:06
164873321,2021295,1634888833.95,GERES,GE_043,coh,-1,2,95.145458,12.433776,0.2542243,0.055061107,8.9059982,0.31899157,1.8553766,1.1692001,1.3333333,4,-1,2021-10-22 07:56:06
164873322,2021295,1634889003.65,GERES,GE_010,coh,-1,1.5,144.62525,2.8098329,0.14717001,0.007216617,16.532841,0.47838491,192.01366,0.74350684,1,1,-1,2021-10-22 07:56:06
164873323,2021295,1634889009.375,GERES,GE_010,coh,-1,1.5,144.62525,6.0634104,0.14717001,0.015567217,4.0738783,0.18107167,41.264586,1.7074065,1,2,-1,2021-10-22 07:56:06
164873324,2021295,1634889024.775,GERES,GE_053,coh,-1,2,145.6539,1.536665,0.26161359,0.0070162306,14.766748,0.7814039,114.26527,0.82124539,1.3333333,1,-1,2021-10-22 07:56:06
164874525,2021295,1634892403.95,GERES,GE_050,coh,-1,2,69.621947,2.2320797,0.26929229,0.010490194,8.4969597,0.27640048,51.115773,1.2015536,1.3333333,1,-1,2021-10-22 08:56:21
164874526,2021295,1634892486.6,GERES,GE_001,coh,-1,1.5,24.623565,29.125684,0.031680888,0.015931794,5.8856864,0.18726262,39.397627,1.4542244,1,1,-1,2021-10-22 08:56:21
164878013,2021295,1634903519.35,GERES,GE_030,coh,-1,2,272.75009,11.396077,0.27511667,0.054630294,4.3868914,0.15587488,1.8847549,1.6564674,1.3333333,3,-1,2021-10-22 12:08:13
164878014,2021295,1634903717.875,GERES,GE_029,coh,-1,2,205.26731,20.460235,0.16586924,0.058917436,4.6445494,0.17736605,1.6204449,1.6171935,1.3333333,4,-1,2021-10-22 12:08:13
164878015,2021295,1634904006.85,GERES,GE_006,coh,-1,1.5,183.10336,14.943795,0.19949242,0.051883947,3.6643083,0.18414983,3.7147827,1.72,1,4,-1,2021-10-22 12:08:13
164883013,2021295,1634924149.725,GERES,GE_026,coh,-1,2,145.21087,10.131995,0.27762287,0.04902996,4.0287952,0.14435288,2.3399085,1.715064,1.3333333,3,-1,2021-10-22 17:46:24
164883014,2021295,1634924321.7,GERES,GE_005,coh,-1,1.5,53.545282,21.247287,0.16560424,0.061060585,3.9673541,0.15910318,2.6821157,1.72,1,4,-1,2021-10-22 17:46:24
164884020,2021295,1634927670.85,GERES,GE_029,coh,-1,2,267.34931,11.252082,0.25947746,0.050875862,3.5544169,0.093719579,2.1731935,1.72,1.3333333,4,-1,2021-10-22 18:46:16
164884021,2021295,1634927720.575,GERES,GE_004,coh,-1,1.5,339.56717,49.621799,0.065309068,0.054810604,3.6637745,0.11946096,3.3286662,1.72,1,3,-1,2021-10-22 18:46:16
164884022,2021295,1634927779.45,GERES,GE_041,coh,-1,2,16.515703,14.603566,0.215282,0.054722736,5.9413481,0.19314255,1.8783925,1.4477473,1.3333333,3,-1,2021-10-22 18:46:16
164884023,2021295,1634927903.3,GERES,GE_004,coh,-1,1.5,317.94645,12.300408,0.23110502,0.049519008,3.4377177,0.11080684,4.0780783,1.72,1,3,-1,2021-10-22 18:46:16
164885960,2021295,1634935435.95,GERES,GE_033,coh,-1,2,243.22508,10.607119,0.29301612,0.054168394,4.6488566,0.14151704,1.917035,1.6165556,1.3333333,4,-1,2021-10-22 20:56:09
164899844,2021296,1634990606.825,GERES,GE_030,coh,-1,2,139.99374,9.6455932,0.26319405,0.04425572,3.6370566,0.088095464,2.8719913,1.72,1.3333333,3,-1,2021-10-23 12:18:12
164900725,2021296,1634994490.35,GERES,GE_003,coh,-1,1.5,39.351753,42.91452,0.077592732,0.056767941,3.5991497,0.083704218,3.1030812,1.72,1,3,-1,2021-10-23 13:18:34
164903388,2021296,1635004367.95,GERES,GE_002,coh,-1,1.5,10.573523,17.265131,0.091554513,0.027484171,3.6360765,0.067173734,13.238359,1.72,1,3,-1,2021-10-23 16:06:11
164903389,2021296,1635004705.9,GERES,GE_005,coh,-1,1.5,162.67591,10.450881,0.13701553,0.024957314,3.5984221,0.067883462,16.054757,1.72,1,3,-1,2021-10-23 16:06:11
164916206,2021297,1635054022.075,GERES,GE_113,coh,-1,4.5,177.02774,3.3951442,0.11623009,0.0068863742,24.34482,0.32058269,23.430183,0.685,3,1,-1,2021-10-24 05:48:32
164916207,2021297,1635054029.65,GERES,GE_088,coh,-1,3,175.84458,4.1520628,0.1411355,0.010225452,9.1055603,0.22095379,23.909713,1.153951,2,2,-1,2021-10-24 05:48:32
164916208,2021297,1635054036.375,GERES,GE_078,coh,-1,3,190.75797,6.1226581,0.12214672,0.013046455,5.0755572,0.1173752,14.687721,1.5561275,2,2,-1,2021-10-24 05:48:32
164916209,2021297,1635054055.9,GERES,GE_078,coh,-1,3,183.64119,5.6020414,0.13226692,0.012927124,4.0875378,0.13916168,14.960139,1.7051031,2,2,-1,2021-10-24 05:48:32
164916601,2021297,1635055219.05,GERES,GE_028,coh,-1,2,74.981639,13.822233,0.050939931,0.012259148,7.5790701,0.11623176,37.428413,1.2802191,1.3333333,1,-1,2021-10-24 06:08:19
164916602,2021297,1635055225.45,GERES,GE_026,coh,-1,2,95.710593,107.1679,0.012059843,0.019409775,3.779892,0.067218684,14.930727,1.72,1.3333333,2,-1,2021-10-24 06:08:19
164917496,2021297,1635057744.525,GERES,GE_011,coh,-1,1.5,192.875,17.163987,0.086166294,0.025716262,3.9569421,0.093218163,15.121113,1.72,1,1,-1,2021-10-24 06:58:40
164877013,2021295,1634900356.425,GERES,GE_005,coh,-1,1.5,143.93561,9.6088047,0.27314681,0.0457545,4.4030709,0.14104958,4.7767422,1.6539342,1,3,-1,2021-10-22 11:06:07
164877014,2021295,1634900434.9,GERES,GE_105,coh,-1,3,322.05351,2.9599054,0.25739346,0.013295492,7.431848,0.22720012,14.142645,1.2937174,2,2,-1,2021-10-22 11:06:07
164879090,2021295,1634907111.825,GERES,GE_029,coh,-1,2,250.62842,11.350848,0.27857045,0.055097297,4.2962341,0.23660441,1.85294,1.6708369,1.3333333,4,-1,2021-10-22 13:08:09
164879091,2021295,1634907318.875,GERES,GE_030,coh,-1,2,218.27752,12.157793,0.22470766,0.047592104,4.8972368,0.22326478,2.4834313,1.5807386,1.3333333,3,-1,2021-10-22 13:08:09
164879092,2021295,1634907420.825,GERES,GE_012,coh,-1,1.5,15.497243,15.46383,0.27396011,0.07371618,3.9550242,0.19098204,1.8402371,1.72,1,3,-1,2021-10-22 13:08:09
164879093,2021295,1634907503.075,GERES,GE_089,coh,-1,3,210.96376,7.501934,0.15393703,0.020141112,4.9907255,0.1737496,6.1627217,1.5677259,2,3,-1,2021-10-22 13:08:09
164879094,2021295,1634907524.425,GERES,GE_087,coh,-1,3,153.05425,6.8758513,0.16153701,0.019373819,4.7688746,0.14223334,6.6605324,1.5990158,2,3,-1,2021-10-22 13:08:09
164880078,2021295,1634910851.7,GERES,GE_006,coh,-1,1.5,5.3051096,21.224393,0.16872262,0.062144113,3.5274723,0.14396319,2.5894017,1.72,1,3,-1,2021-10-22 14:06:33
164880079,2021295,1634911235.075,GERES,GE_030,coh,-1,2,97.864025,13.323281,0.21926189,0.050871295,3.6231899,0.12331386,2.1735837,1.72,1.3333333,4,-1,2021-10-22 14:06:33
164882142,2021295,1634919907.55,GERES,GE_004,coh,-1,1.5,43.009828,12.181548,0.21990129,0.046664792,3.4953878,0.15052173,4.5921996,1.72,1,3,-1,2021-10-22 16:36:09
164884024,2021295,1634927924.075,GERES,GE_003,coh,-1,1.5,154.31466,13.738055,0.27963071,0.066887759,4.7901373,0.17934808,2.2351472,1.5959545,1,3,-1,2021-10-22 18:46:16
164884025,2021295,1634927936.2,GERES,GE_003,coh,-1,1.5,276.28001,14.60768,0.25231392,0.064153886,3.4194195,0.14074668,2.4297047,1.72,1,4,-1,2021-10-22 18:46:16
164887026,2021295,1634939777.525,GERES,GE_006,coh,-1,1.5,350.20015,21.135005,0.13395453,0.049132863,3.4664469,0.10481091,4.142431,1.72,1,3,-1,2021-10-22 22:06:24
164887027,2021295,1634939921.35,GERES,GE_009,coh,-1,1.5,107.00285,25.403328,0.15183665,0.066770027,4.1324821,0.1417236,2.2430364,1.6975781,1,4,-1,2021-10-22 22:06:24
164890055,2021296,1634951599.875,GERES,GE_044,coh,-1,2,133.99491,8.1464739,0.29024109,0.041232536,4.052422,0.070082478,3.3085816,1.7110403,1.3333333,3,-1,2021-10-23 01:26:15
164890056,2021296,1634952000.7,GERES,GE_077,coh,-1,3,156.25784,2.9393094,0.12425218,0.006373516,16.816761,0.21027756,61.54337,0.73178984,2,1,-1,2021-10-23 01:26:15
164890057,2021296,1634952007.075,GERES,GE_077,coh,-1,3,162.63226,4.6050568,0.12124515,0.0097422626,6.4593639,0.13849825,26.340243,1.3902232,2,1,-1,2021-10-23 01:26:15
164904195,2021296,1635008096.4,GERES,GE_006,coh,-1,1.5,220.91438,27.588756,0.047638608,0.022717725,3.4583325,0.06481909,19.376252,1.72,1,1,-1,2021-10-23 17:06:14
164907869,2021296,1635022694.7,GERES,GE_007,coh,-1,1.5,277.80019,4.7116251,0.26525412,0.021806595,3.4113972,0.063263692,21.029247,1.72,1,3,-1,2021-10-23 21:08:40
164919035,2021297,1635063292.3,GERES,GE_013,coh,-1,1.5,161.07536,15.098662,0.26639982,0.069999094,4.9630222,0.14948601,2.0408665,1.5715564,1,4,-1,2021-10-24 08:29:08
164919036,2021297,1635063572.6,GERES,GE_003,coh,-1,1.5,152.30053,52.494796,0.054212878,0.047951069,3.4030249,0.083912104,4.3491345,1.72,1,4,-1,2021-10-24 08:29:08
164919563,2021297,1635065344.45,GERES,GE_004,coh,-1,1.5,258.69007,180,0.012237639,0.028467605,3.6767163,0.077001639,12.3395,1.72,1,1,-1,2021-10-24 08:58:15
164919796,2021297,1635066123.025,GERES,GE_043,coh,-1,2,150.46122,19.769672,0.12413468,0.042619998,4.5136232,0.072158754,3.0966712,1.6368699,1.3333333,4,-1,2021-10-24 09:16:23
164860734,2021294,1634844665.7,GERES,GE_003,coh,-1,1.5,163.00918,65.343998,0.045171643,0.048769925,4.2848849,0.21107276,4.204315,1.6726571,1,3,-1,2021-10-21 19:38:23
164863962,2021294,1634855079.4,GERES,GE_029,coh,-1,2,152.67611,39.525616,0.081042158,0.0548051,3.5726955,0.14133242,1.8727508,1.72,1.3333333,4,-1,2021-10-21 22:38:14
164865002,2021294,1634858528.15,GERES,GE_003,coh,-1,1.5,78.398488,23.156345,0.18497901,0.074252325,3.4565084,0.15838581,1.8137579,1.72,1,3,-1,2021-10-21 23:38:35
164865003,2021294,1634858610.025,GERES,GE_016,coh,-1,1.5,7.9696104,25.484093,0.18175532,0.080176649,5.9641447,0.24951498,1.5556204,1.445112,1,4,-1,2021-10-21 23:38:35
164865004,2021294,1634858622.825,GERES,GE_017,coh,-1,1.5,332.52557,22.360226,0.20288151,0.078674955,6.6562409,0.31117588,1.6155724,1.3695628,1,4,-1,2021-10-21 23:38:35
164865005,2021294,1634858915.7,GERES,GE_029,coh,-1,2,328.43819,14.278014,0.19716538,0.049006257,3.6026917,0.091345914,2.3421725,1.72,1.3333333,4,-1,2021-10-21 23:38:35
164868095,2021295,1634870354.625,GERES,GE_004,coh,-1,1.5,277.46349,11.23917,0.27714786,0.054278348,3.4011285,0.1306234,3.3942684,1.72,1,4,-1,2021-10-22 02:48:32
164873500,2021295,1634889369.65,GERES,GE_088,coh,-1,3,174.02713,4.5252928,0.14963661,0.011815416,8.443017,0.240154,17.907765,1.2059361,2,2,-1,2021-10-22 08:06:33
164873501,2021295,1634889385.4,GERES,GE_100,coh,-1,3,176.32821,2.4135165,0.23410888,0.0098608287,11.054346,0.37987691,25.710624,1.0204962,2,1,-1,2021-10-22 08:06:33
164873502,2021295,1634889394.2,GERES,GE_080,coh,-1,3,287.9636,6.1952636,0.13856033,0.014974919,5.2118731,0.1865191,11.148347,1.53789,2,3,-1,2021-10-22 08:06:33
164873503,2021295,1634889410.575,GERES,GE_058,coh,-1,2,294.2036,1.9068354,0.2569904,0.0085523886,15.689897,0.72205311,76.903677,0.77951788,1.3333333,1,-1,2021-10-22 08:06:33
164873504,2021295,1634889600.025,GERES,GE_059,coh,-1,2,322.80792,2.1428026,0.25608388,0.0095767129,6.9154186,0.31503433,61.332267,1.3432772,1.3333333,1,-1,2021-10-22 08:06:33
164878139,2021295,1634904214.15,GERES,GE_012,coh,-1,1.5,14.484734,24.379994,0.1487273,0.062808775,4.2072864,0.22095826,2.534888,1.6852333,1,4,-1,2021-10-22 12:16:38
164878140,2021295,1634904268.45,GERES,GE_044,coh,-1,2,15.095521,14.449224,0.18891891,0.047516654,4.0622683,0.19334631,2.4913242,1.7093704,1.3333333,3,-1,2021-10-22 12:16:38
164881171,2021295,1634915518.25,GERES,GE_013,coh,-1,1.5,356.18593,40.131746,0.10823966,0.074274118,4.2091875,0.20722122,1.8126937,1.6849224,1,3,-1,2021-10-22 15:28:24
164881172,2021295,1634915524.675,GERES,GE_118,coh,-1,4.5,280.39733,10.296174,0.13298352,0.023865281,7.286047,0.17516023,1.9508497,1.3073516,3,4,-1,2021-10-22 15:28:24
164881173,2021295,1634915763.9,GERES,GE_004,coh,-1,1.5,235.59153,17.270574,0.21235579,0.063768006,3.4065363,0.15495321,2.4591994,1.72,1,4,-1,2021-10-22 15:28:24
164881174,2021295,1634915819.6,GERES,GE_007,coh,-1,1.5,9.6887866,22.807937,0.14973567,0.059213041,4.6641665,0.22981647,2.8520997,1.6142931,1,3,-1,2021-10-22 15:28:24
164881175,2021295,1634915902.825,GERES,GE_078,coh,-1,3,11.309932,9.9158456,0.20803986,0.035959327,5.1168747,0.12110297,1.933376,1.5505485,2,4,-1,2021-10-22 15:28:24
164881176,2021295,1634916068.625,GERES,GE_009,coh,-1,1.5,0.74085241,10.151342,0.27842309,0.049264934,4.213603,0.18101008,4.1202505,1.6842009,1,3,-1,2021-10-22 15:28:24
164883167,2021295,1634924521.375,GERES,GE_087,coh,-1,3,153.05425,8.1317539,0.16153701,0.022907045,4.4476485,0.083434209,4.7643241,1.6470024,2,3,-1,2021-10-22 17:56:36
164883168,2021295,1634924575.3,GERES,GE_018,coh,-1,1.5,170.53768,24.187647,0.17518345,0.073406472,5.7763538,0.18469509,1.8557981,1.4671273,1,4,-1,2021-10-22 17:56:36
164883169,2021295,1634924580.675,GERES,GE_068,coh,-1,3,34.73486,8.6023808,0.21903191,0.032854543,4.0919294,0.081260018,2.3160534,1.7043642,2,4,-1,2021-10-22 17:56:36
164883170,2021295,1634924658.65,GERES,GE_012,coh,-1,1.5,77.236787,19.519239,0.22270252,0.075502822,4.0798907,0.16990405,1.7541756,1.7063917,1,3,-1,2021-10-22 17:56:36
164883171,2021295,1634924941.8,GERES,GE_078,coh,-1,3,24.290962,14.640134,0.14877087,0.037910388,4.3594747,0.085575685,1.7394942,1.6607815,2,4,-1,2021-10-22 17:56:36
164885083,2021295,1634932197.9,GERES,GE_003,coh,-1,1.5,63.434949,91.583159,0.034882637,0.050008317,5.1000657,0.14085463,3.9986643,1.5528127,1,3,-1,2021-10-22 19:56:34
164887121,2021295,1634940161.75,GERES,GE_058,coh,-1,2,290.96851,12.994344,0.21461207,0.0485685,5.6233096,0.15778054,2.3845837,1.4856052,1.3333333,3,-1,2021-10-22 22:16:17
164887122,2021295,1634940204.8,GERES,GE_007,coh,-1,1.5,359.04516,13.481061,0.21602986,0.050712258,3.5201263,0.11365874,3.8884232,1.72,1,3,-1,2021-10-22 22:16:17
164888134,2021295,1634944259.65,GERES,GE_003,coh,-1,1.5,345.96376,20.074511,0.074215852,0.025869938,3.5839391,0.092074573,14.941997,1.72,1,2,-1,2021-10-22 23:18:14
164892197,2021296,1634959294.675,GERES,GE_070,coh,-1,3,10.808231,17.247522,0.13438384,0.040300469,9.8238058,0.12484045,1.5392857,1.1017059,2,4,-1,2021-10-23 03:36:24
164892198,2021296,1634959320.9,GERES,GE_027,coh,-1,2,22.782406,9.7721808,0.065077142,0.011085896,5.4264183,0.10543786,45.769939,1.5101309,1.3333333,1,-1,2021-10-23 03:36:24
164892199,2021296,1634959334.85,GERES,GE_027,coh,-1,2,18.034286,12.208476,0.054265976,0.011541029,3.873466,0.10767865,42.231145,1.72,1.3333333,2,-1,2021-10-23 03:36:24
164892200,2021296,1634959713.925,GERES,GE_029,coh,-1,2,64.536655,35.280976,0.02791127,0.016916651,4.5301361,0.077280268,19.65591,1.634357,1.3333333,2,-1,2021-10-23 03:36:24
164892201,2021296,1634959719.75,GERES,GE_031,coh,-1,2,47.726311,15.157855,0.035678541,0.0094114162,7.5880904,0.15407726,63.505596,1.2794006,1.3333333,1,-1,2021-10-23 03:36:24
164896478,2021296,1634977527.475,GERES,GE_050,coh,-1,2,62.241459,3.5665146,0.23188568,0.014431956,7.483851,0.17534097,27.006704,1.2889191,1.3333333,1,-1,2021-10-23 08:38:24
164896479,2021296,1634977535.375,GERES,GE_050,coh,-1,2,62.515141,3.7319249,0.23401215,0.015239542,5.4381042,0.16087897,24.220223,1.5086506,1.3333333,2,-1,2021-10-23 08:38:24
164899958,2021296,1634991183.1,GERES,GE_007,coh,-1,1.5,298.39302,42.675076,0.050471345,0.036729165,3.4794068,0.078295991,7.4127153,1.72,1,3,-1,2021-10-23 12:26:34
164899959,2021296,1634991410.225,GERES,GE_007,coh,-1,1.5,150.68411,15.180012,0.1789126,0.0472628,3.8198879,0.09531565,4.4767261,1.72,1,4,-1,2021-10-23 12:26:34
164899960,2021296,1634991426.125,GERES,GE_010,coh,-1,1.5,130.8335,23.941714,0.12846719,0.053291821,4.0492959,0.11025897,3.5210995,1.7115713,1,3,-1,2021-10-23 12:26:34
164903809,2021296,1635006544.875,GERES,GE_001,coh,-1,1.5,345.57923,16.428535,0.086732636,0.02478392,3.5180271,0.069747776,16.280189,1.72,1,1,-1,2021-10-23 16:39:55
164905232,2021296,1635012281.65,GERES,GE_003,coh,-1,1.5,3.7022129,5.0699885,0.20442648,0.018083387,3.5014846,0.064192742,30.580167,1.72,1,1,-1,2021-10-23 18:20:16
164905804,2021296,1635014623.275,GERES,GE_010,coh,-1,1.5,97.765166,57.51728,0.026644306,0.025638269,3.9339185,0.069506206,15.213251,1.72,1,3,-1,2021-10-23 18:59:27
164906434,2021296,1635017450.075,GERES,GE_005,coh,-1,1.5,221.98721,97.235603,0.016144338,0.024226727,3.410135,0.060847122,17.03766,1.72,1,3,-1,2021-10-23 19:39:03
164907962,2021296,1635023281,GERES,GE_003,coh,-1,1.5,236.30993,130.78297,0.012979976,0.023602119,3.9521441,0.075804375,17.951363,1.72,1,3,-1,2021-10-23 21:16:48
164909726,2021296,1635030360.175,GERES,GE_045,coh,-1,2,247.9993,7.6287968,0.12813047,0.017047669,4.7189226,0.067667805,19.354946,1.6062617,1.3333333,3,-1,2021-10-23 23:24:07
164874737,2021295,1634892974.95,GERES,GE_005,coh,-1,1.5,0,18.511948,0.23399985,0.075275631,4.1680269,0.12250243,1.7647802,1.6916846,1,4,-1,2021-10-22 09:06:11
164874738,2021295,1634893182.35,GERES,GE_082,coh,-1,3,357.37691,4.9806589,0.14481807,0.012584912,6.4642296,0.17300975,15.784799,1.3897051,2,3,-1,2021-10-22 09:06:11
164874739,2021295,1634893210.925,GERES,GE_094,coh,-1,3,352.24684,3.1750171,0.25795797,0.014292783,8.0673485,0.29597208,12.23787,1.2372562,2,1,-1,2021-10-22 09:06:11
164874740,2021295,1634893217.775,GERES,GE_043,coh,-1,2,352.13745,4.3836209,0.25439134,0.019458383,4.5156236,0.14075185,14.856224,1.636565,1.3333333,3,-1,2021-10-22 09:06:11
164876089,2021295,1634896940.25,GERES,GE_091,coh,-1,3,280.84704,4.2690144,0.15356697,0.011439376,7.5340958,0.17975894,19.10446,1.2843146,2,1,-1,2021-10-22 10:16:08
164876090,2021295,1634896945.25,GERES,GE_080,coh,-1,3,283.89718,9.9599051,0.11990989,0.020818077,5.5733385,0.15826494,5.7684378,1.4917475,2,3,-1,2021-10-22 10:16:08
164876091,2021295,1634896950.75,GERES,GE_103,coh,-1,3,278.52237,2.5853939,0.26491842,0.011953068,14.410562,0.42611021,17.497687,0.83804714,2,2,-1,2021-10-22 10:16:08
164876092,2021295,1634896965.6,GERES,GE_077,coh,-1,3,301.09061,4.4154234,0.2788572,0.021484444,4.5601988,0.15098694,5.4161566,1.6298056,2,3,-1,2021-10-22 10:16:08
164876093,2021295,1634897049.925,GERES,GE_005,coh,-1,1.5,79.426477,12.056063,0.27466354,0.057687589,3.604763,0.13417529,3.004932,1.72,1,3,-1,2021-10-22 10:16:08
164876094,2021295,1634897064.275,GERES,GE_116,coh,-1,4.5,272.87828,3.6185024,0.14094637,0.0088999582,7.662499,0.24640338,14.027523,1.2726857,3,2,-1,2021-10-22 10:16:08
164876095,2021295,1634897081.15,GERES,GE_082,coh,-1,3,276.37532,4.8989336,0.21613648,0.018474585,6.7089787,0.22014415,7.3247032,1.3641322,2,3,-1,2021-10-22 10:16:08
164876096,2021295,1634897086.15,GERES,GE_029,coh,-1,2,285.18201,5.9101852,0.24743565,0.025512215,3.8701799,0.15659818,8.6422262,1.72,1.3333333,3,-1,2021-10-22 10:16:08
164876097,2021295,1634897284.5,GERES,GE_087,coh,-1,3,139.11509,3.1786749,0.15141588,0.0083992248,8.5990162,0.23830323,35.437333,1.1933377,2,1,-1,2021-10-22 10:16:08
164876098,2021295,1634897307.6,GERES,GE_099,coh,-1,3,139.73032,1.7795692,0.26307353,0.0081705622,28.561123,1.0320045,37.448597,0.685,2,2,-1,2021-10-22 10:16:08
164880211,2021295,1634911279.725,GERES,GE_043,coh,-1,2,334.37414,17.510676,0.16370206,0.049835972,4.4487128,0.16504668,2.2648325,1.6468378,1.3333333,4,-1,2021-10-22 14:16:26
164880212,2021295,1634911549.675,GERES,GE_018,coh,-1,1.5,280.88553,20.28421,0.19062999,0.067136129,6.3085079,0.26592049,2.21864,1.4064849,1,4,-1,2021-10-22 14:16:26
164881282,2021295,1634916291.425,GERES,GE_012,coh,-1,1.5,296.56505,17.88604,0.19856271,0.061733997,4.0776587,0.16117322,2.6239203,1.7067682,1,3,-1,2021-10-22 15:36:28
164881283,2021295,1634916620.75,GERES,GE_012,coh,-1,1.5,242.76091,18.704273,0.22809457,0.074131532,4.2489648,0.1876283,1.8196735,1.67845,1,4,-1,2021-10-22 15:36:28
164882261,2021295,1634920508.5,GERES,GE_006,coh,-1,1.5,337.75098,180,0.028523656,0.062887147,5.2559633,0.21721713,2.5285738,1.5320932,1,4,-1,2021-10-22 16:48:28
164882262,2021295,1634920727.875,GERES,GE_077,coh,-1,3,0,9.6367147,0.21839986,0.036689914,4.8771696,0.11188422,1.857146,1.5835641,2,4,-1,2021-10-22 16:48:28
